biosequence_name	biosequence_accession	biosequence_gene_name	is_covering	pct_coverage	presence_level	probability	confidence	n_observations	norm_PSMs_per_100K	n_distinct_peptides	n_distinct_synpeptides	chromosome	genetic_locus	start_in_chromosome	end_in_chromosome	strand	relationship_phrase	reference_biosequence	represented_by_biosequence_id	group_number	seq_unique_prots_in_group	protein_group_seq_align_link	is_keratin	is_immunoglobulin	biosequence_description	organism_full_name
B7UTL1	B7UTL1	traV		78.36													indistinguishable	A0A0H2XJI0	A0A0H2XJI0	14	3				strain/isolate=E2348-69 UPTR B7UTL1_ECO27 Pilus assembly lipoprotein OS=Escherichia coli O127:H6 (strain E2348/69 / EPEC) OX=574521 GN=traV PE=4 SV=1	Escherichia coli
UPI0001F92012	UPI0001F92012			78.36													indistinguishable	A0A0H2XJI0	A0A0H2XJI0	14	3				strain/isolate=K-12_NCM3722 status=active	Escherichia coli
A0A0H2XJM0	A0A0H2XJM0		C		indistinguishable representative	  0.998	  0.000	1		1									A0A0H2XJM0	16	2				strain/isolate=APEC UPTR A0A0H2XJM0_ECOK1 ANR family transcriptional regulator OS=Escherichia coli O1:K1 / APEC OX=405955 GN=APECO1_O1CoBM62 PE=4 SV=1	Escherichia coli
UPI0001F9200A	UPI0001F9200A			14.52													indistinguishable	A0A0H2XJM0	A0A0H2XJM0	16	2				strain/isolate=K-12_NCM3722 status=active	Escherichia coli
A0A0H2XJR9	A0A0H2XJR9		C		indistinguishable representative	  0.999	  0.000	17		2									A0A0H2XJR9	24	2				strain/isolate=APEC UPTR A0A0H2XJR9_ECOK1 Type II toxin-antitoxin system RelE/ParE family toxin OS=Escherichia coli O1:K1 / APEC OX=405955 GN=APECO1_O1CoBM105 PE=3 SV=1	Escherichia coli
D6ID99	D6ID99	ECDG_03015		30.77													indistinguishable	A0A0H2XJR9	A0A0H2XJR9	24	2				strain/isolate=B185 UPTR D6ID99_ECOLX Type II toxin-antitoxin system RelE/ParE family toxin OS=Escherichia coli B185 OX=550676 GN=ECDG_03015 PE=4 SV=1	Escherichia coli
A0A0H2XJT3	A0A0H2XJT3		C		indistinguishable representative	  0.999	  0.000	8		1									A0A0H2XJT3	29	2				strain/isolate=APEC UPTR A0A0H2XJT3_ECOK1 RelE OS=Escherichia coli O1:K1 / APEC OX=405955 GN=relE PE=3 SV=1	Escherichia coli
B7UTH9	B7UTH9	E2348_P1_033		11.58													indistinguishable	A0A0H2XJT3	A0A0H2XJT3	29	2				strain/isolate=E2348-69 UPTR B7UTH9_ECO27 Uncharacterized protein OS=Escherichia coli O127:H6 (strain E2348/69 / EPEC) OX=574521 GN=E2348_P1_033 PE=3 SV=1	Escherichia coli
A0A0H2XJV7	A0A0H2XJV7		C		indistinguishable representative	  0.999	  0.000	1		1									A0A0H2XJV7	31	3				strain/isolate=APEC UPTR A0A0H2XJV7_ECOK1 Transposase OS=Escherichia coli O1:K1 / APEC OX=405955 GN=APECO1_O1CoBM98 PE=4 SV=1	Escherichia coli
A0A0H2Z2N2	A0A0H2Z2N2			3.73													indistinguishable	A0A0H2XJV7	A0A0H2XJV7	31	3				strain/isolate=APEC UPTR A0A0H2Z2N2_ECOK1 Transposase for IS629 OS=Escherichia coli O1:K1 / APEC OX=405955 GN=APECO1_3499 PE=4 SV=1	Escherichia coli
UPI00000E47CD	UPI00000E47CD			6.4													indistinguishable	A0A0H2XJV7	A0A0H2XJV7	31	3				strain/isolate=ATCC_25922 status=active	Escherichia coli
A0A0H2XKU9	A0A0H2XKU9		C		indistinguishable representative	  0.999	  0.000	78		15									A0A0H2XKU9	57	3				strain/isolate=APEC UPTR A0A0H2XKU9_ECOK1 TraW OS=Escherichia coli O1:K1 / APEC OX=405955 GN=traW PE=4 SV=1	Escherichia coli
UPI0000003DB7	UPI0000003DB7			63.33													indistinguishable	A0A0H2XKU9	A0A0H2XKU9	57	3				strain/isolate=K-12_NCM3722 status=active	Escherichia coli
A0A0H2XKV5	A0A0H2XKV5		C		indistinguishable representative	  1.000	  0.000	57		14									A0A0H2XKV5	58	3				strain/isolate=APEC UPTR A0A0H2XKV5_ECOK1 TraF OS=Escherichia coli O1:K1 / APEC OX=405955 GN=traF PE=4 SV=1	Escherichia coli
UPI00001372E7	UPI00001372E7			68.42													indistinguishable	A0A0H2XKV5	A0A0H2XKV5	58	3				strain/isolate=K-12_NCM3722 status=active	Escherichia coli
A0A0H2XKW4	A0A0H2XKW4		C		indistinguishable representative	  0.999	  0.000	81		11									A0A0H2XKW4	59	3				strain/isolate=APEC UPTR A0A0H2XKW4_ECOK1 TrbC OS=Escherichia coli O1:K1 / APEC OX=405955 GN=trbC PE=4 SV=1	Escherichia coli
UPI0000137319	UPI0000137319			56.6													indistinguishable	A0A0H2XKW4	A0A0H2XKW4	59	3				strain/isolate=K-12_NCM3722 status=active	Escherichia coli
A0A0H2XL42	A0A0H2XL42		C		indistinguishable representative	  1.000	  0.000	3		1									A0A0H2XL42	66	2				strain/isolate=APEC UPTR A0A0H2XL42_ECOK1 CvaA OS=Escherichia coli O1:K1 / APEC OX=405955 GN=cvaA PE=3 SV=1	Escherichia coli
UPI00000DE9C6	UPI00000DE9C6			2.83													indistinguishable	A0A0H2XL42	A0A0H2XL42	66	2				strain/isolate=ATCC_25922 status=active	Escherichia coli
A0A0H2XL76	A0A0H2XL76		C		indistinguishable representative	  1.000	  0.000	196		22									A0A0H2XL76	69	2				strain/isolate=APEC UPTR A0A0H2XL76_ECOK1 IroD OS=Escherichia coli O1:K1 / APEC OX=405955 GN=iroD PE=3 SV=1	Escherichia coli
UPI00000DE9D1	UPI00000DE9D1			64.06													indistinguishable	A0A0H2XL76	A0A0H2XL76	69	2				"strain/isolate=ATCC_25922,NC101 status=active"	Escherichia coli
A0A0H2YY70	A0A0H2YY70		C		indistinguishable representative	  1.000	  0.000	1053		27									A0A0H2XLA6	72	3				"strain/isolate=APEC UPTR A0A0H2YY70_ECOK1 ABC Mn+2/Fe+2 transporter, ATPase subunit SitB OS=Escherichia coli O1:K1 / APEC OX=405955 GN=sitB PE=4 SV=1"	Escherichia coli
A0A0H2YVW8	A0A0H2YVW8		C		indistinguishable representative	  1.000	  0.000	4		2									A0A0H2YVW8	83	2				strain/isolate=APEC UPTR A0A0H2YVW8_ECOK1 Dit-like phage tail protein N-terminal domain-containing protein OS=Escherichia coli O1:K1 / APEC OX=405955 GN=APECO1_1716 PE=4 SV=1	Escherichia coli
UPI0001E17E50	UPI0001E17E50			9.7													indistinguishable	A0A0H2YVW8	A0A0H2YVW8	83	2				strain/isolate=NC101 status=active	Escherichia coli
A0A0H2YW58	A0A0H2YW58		C		indistinguishable representative	  1.000	  0.000	370		16									A0A0H2YW58	86	4				"strain/isolate=APEC UPTR A0A0H2YW58_ECOK1 2,5-diketo-D-gluconic acid reductase A OS=Escherichia coli O1:K1 / APEC OX=405955 GN=APECO1_1695 PE=4 SV=1"	Escherichia coli
B7UJF1	B7UJF1	E2348C_0260	C		indistinguishable representative	  1.000	  0.000	312		16									A0A0H2YW58	86	4				"strain/isolate=E2348-69 UPTR B7UJF1_ECO27 Predicted aldo/keto reductases, related to diketogulonate reductase OS=Escherichia coli O127:H6 (strain E2348/69 / EPEC) OX=574521 GN=E2348C_0260 PE=4 SV=1"	Escherichia coli
UPI0001E18540	UPI0001E18540			71.38													indistinguishable	A0A0H2YW58	A0A0H2YW58	86	4				strain/isolate=NC101 status=active	Escherichia coli
UPI00000DE7AA	UPI00000DE7AA			71.38													identical	A0A0H2YW58	A0A0H2YW58	86	4				strain/isolate=ATCC_25922 status=active	Escherichia coli
A0A0H2YWB0	A0A0H2YWB0		C		indistinguishable representative	  0.999	  0.000	5		1									A0A0H2YWB0	88	3				strain/isolate=APEC UPTR A0A0H2YWB0_ECOK1 Cytochrome bo(3) ubiquinol oxidase subunit 4 OS=Escherichia coli O1:K1 / APEC OX=405955 GN=cyoD PE=3 SV=1	Escherichia coli
B7UJQ2	B7UJQ2	cyoD		13.76													indistinguishable	A0A0H2YWB0	A0A0H2YWB0	88	3				strain/isolate=E2348-69 UPTR B7UJQ2_ECO27 Cytochrome bo(3) ubiquinol oxidase subunit 4 OS=Escherichia coli O127:H6 (strain E2348/69 / EPEC) OX=574521 GN=cyoD PE=3 SV=1	Escherichia coli
UPI0001E18031	UPI0001E18031			13.76													indistinguishable	A0A0H2YWB0	A0A0H2YWB0	88	3				strain/isolate=NC101 status=active	Escherichia coli
ECFI20_00403	ECFI20_00403			13.76													identical	B7UJQ2	A0A0H2YWB0	88	3				strain/isolate=ST131 Cytochrome o ubiquinol oxidase subunit IV OS=Escherichia coli (strain K12) OX=83333 GN=FAZ83_16725 PE=4 SV=1	Escherichia coli
A0A0H2YWG2	A0A0H2YWG2		C		indistinguishable representative	  1.000	  0.000	2		2									A0A0H2YWG2	89	2				strain/isolate=APEC UPTR A0A0H2YWG2_ECOK1 Uncharacterized protein OS=Escherichia coli O1:K1 / APEC OX=405955 GN=APECO1_1522 PE=4 SV=1	Escherichia coli
D6I7K8	D6I7K8	ECDG_00292		14.17													indistinguishable	A0A0H2YWG2	A0A0H2YWG2	89	2				strain/isolate=B185 UPTR D6I7K8_ECOLX Uncharacterized protein OS=Escherichia coli B185 OX=550676 GN=ECDG_00292 PE=4 SV=1	Escherichia coli
B7UKH0	B7UKH0	E2348C_0426		14.17													identical	A0A0H2YWG2	A0A0H2YWG2	89	2				strain/isolate=E2348-69 UPTR B7UKH0_ECO27 Uncharacterized protein OS=Escherichia coli O127:H6 (strain E2348/69 / EPEC) OX=574521 GN=E2348C_0426 PE=4 SV=1	Escherichia coli
A0A0H2YWN3	A0A0H2YWN3		C		indistinguishable representative	  1.000	  0.000	8		3									A0A0H2YWN3	91	3				strain/isolate=APEC UPTR A0A0H2YWN3_ECOK1 Pyridoxine phosphate biosynthetic protein OS=Escherichia coli O1:K1 / APEC OX=405955 GN=pdxA PE=4 SV=1	Escherichia coli
UPI0001E172A9	UPI0001E172A9			16.46													indistinguishable	A0A0H2YWN3	A0A0H2YWN3	91	3				strain/isolate=NC101 status=active	Escherichia coli
UPI00000DE88B	UPI00000DE88B			16.46													identical	A0A0H2YWN3	A0A0H2YWN3	91	3				strain/isolate=ATCC_25922 status=active	Escherichia coli
A0A0H2YX11	A0A0H2YX11		C		indistinguishable representative	  0.999	  0.000	2		1									A0A0H2YX11	92	3				strain/isolate=APEC UPTR A0A0H2YX11_ECOK1 Uncharacterized protein OS=Escherichia coli O1:K1 / APEC OX=405955 GN=APECO1_1349 PE=4 SV=1	Escherichia coli
UPI00000DE8A6	UPI00000DE8A6			3.76													indistinguishable	A0A0H2YX11	A0A0H2YX11	92	3				strain/isolate=ATCC_25922 status=active	Escherichia coli
UPI0001E18822	UPI0001E18822			3.23													indistinguishable	A0A0H2YX11	A0A0H2YX11	92	3				strain/isolate=NC101 status=active	Escherichia coli
A0A0H2YX44	A0A0H2YX44		C		indistinguishable representative	  0.999	  0.000	8		4									A0A0H2YX44	93	4				strain/isolate=APEC UPTR A0A0H2YX44_ECOK1 Inner membrane protein OS=Escherichia coli O1:K1 / APEC OX=405955 GN=APECO1_1387 PE=3 SV=1	Escherichia coli
B7UKV8	B7UKV8	E2348C_0568		16.06													indistinguishable	A0A0H2YX44	A0A0H2YX44	93	4				strain/isolate=E2348-69 UPTR B7UKV8_ECO27 Predicted inner membrane protein OS=Escherichia coli O127:H6 (strain E2348/69 / EPEC) OX=574521 GN=E2348C_0568 PE=3 SV=1	Escherichia coli
UPI0001E172AA	UPI0001E172AA			16.06													indistinguishable	A0A0H2YX44	A0A0H2YX44	93	4				strain/isolate=NC101 status=active	Escherichia coli
UPI0001E322FA	UPI0001E322FA			16.06													indistinguishable	A0A0H2YX44	A0A0H2YX44	93	4				strain/isolate=ATCC_25922 status=active	Escherichia coli
A0A0H2YX64	A0A0H2YX64		C		indistinguishable representative	  0.999	  0.000	1		1									A0A0H2YX64	94	3				strain/isolate=APEC UPTR A0A0H2YX64_ECOK1 Inner membrane protein OS=Escherichia coli O1:K1 / APEC OX=405955 GN=ybjC PE=4 SV=1	Escherichia coli
B7UMU2	B7UMU2	ybjC		14.74													indistinguishable	A0A0H2YX64	A0A0H2YX64	94	3				strain/isolate=E2348-69 UPTR B7UMU2_ECO27 Predicted inner membrane protein OS=Escherichia coli O127:H6 (strain E2348/69 / EPEC) OX=574521 GN=ybjC PE=4 SV=1	Escherichia coli
ECFI4_00771	ECFI4_00771			14.74													indistinguishable	A0A0H2YX64	A0A0H2YX64	94	3				strain/isolate=ST73 DUF1418 family protein OS=Escherichia coli (strain K12) OX=83333 GN=FAZ83_15225 PE=4 SV=1	Escherichia coli
ECFI20_00830	ECFI20_00830			14.74													identical	A0A0H2YX64	A0A0H2YX64	94	3				strain/isolate=ST131 DUF1418 family protein OS=Escherichia coli (strain K12) OX=83333 GN=FAZ83_15225 PE=4 SV=1	Escherichia coli
UPI00000DE92A	UPI00000DE92A			14.74													identical	ECFI4_00771	A0A0H2YX64	94	3				"strain/isolate=NC101,ATCC_25922 status=active"	Escherichia coli
A0A0H2YX92	A0A0H2YX92		C		indistinguishable representative	  0.999	  0.000	15		5									A0A0H2YX92	95	2				strain/isolate=APEC UPTR A0A0H2YX92_ECOK1 Capsid completion protein OS=Escherichia coli O1:K1 / APEC OX=405955 GN=APECO1_4471 PE=4 SV=1	Escherichia coli
D6IGG5	D6IGG5	ECDG_04466		43.2													indistinguishable	A0A0H2YX92	A0A0H2YX92	95	2				strain/isolate=B185 UPTR D6IGG5_ECOLX Phage head completion protein OS=Escherichia coli B185 OX=550676 GN=ECDG_04466 PE=4 SV=1	Escherichia coli
A0A0H2YXB1	A0A0H2YXB1		C		indistinguishable representative	  0.999	  0.000	59		12									A0A0H2YXB1	96	2				strain/isolate=APEC UPTR A0A0H2YXB1_ECOK1 Type I-F CRISPR-associated protein Csy3 OS=Escherichia coli O1:K1 / APEC OX=405955 GN=APECO1_1207 PE=4 SV=1	Escherichia coli
UPI000191E732	UPI000191E732			57.06													indistinguishable	A0A0H2YXB1	A0A0H2YXB1	96	2				strain/isolate=NC101 status=active	Escherichia coli
A0A0H2YXB4	A0A0H2YXB4		C		indistinguishable representative	  0.995	  0.000	22		1									A0A0H2YXB4	97	4				strain/isolate=APEC UPTR A0A0H2YXB4_ECOK1 GpT OS=Escherichia coli O1:K1 / APEC OX=405955 GN=gpT PE=4 SV=1	Escherichia coli
A0A0H2Z0A7	A0A0H2Z0A7			1.1													indistinguishable	A0A0H2YXB4	A0A0H2YXB4	97	4				strain/isolate=APEC UPTR A0A0H2Z0A7_ECOK1 Phage related tail protein OS=Escherichia coli O1:K1 / APEC OX=405955 GN=APECO1_1179 PE=4 SV=1	Escherichia coli
B7UH50	B7UH50	E2348C_2890		1.11													indistinguishable	A0A0H2YXB4	A0A0H2YXB4	97	4				strain/isolate=E2348-69 UPTR B7UH50_ECO27 Predicted tail length tape measure protein OS=Escherichia coli O127:H6 (strain E2348/69 / EPEC) OX=574521 GN=E2348C_2890 PE=4 SV=1	Escherichia coli
D6IGI3	D6IGI3	ECDG_04484		1.1													indistinguishable	A0A0H2YXB4	A0A0H2YXB4	97	4				strain/isolate=B185 UPTR D6IGI3_ECOLX Tail fiber protein T OS=Escherichia coli B185 OX=550676 GN=ECDG_04484 PE=4 SV=1	Escherichia coli
A0A0H2YXH4	A0A0H2YXH4		C		indistinguishable representative	  0.999	  0.000	1		1									A0A0H2YXH4	100	2				strain/isolate=APEC UPTR A0A0H2YXH4_ECOK1 Phage baseplate protein OS=Escherichia coli O1:K1 / APEC OX=405955 GN=APECO1_4479 PE=4 SV=1	Escherichia coli
D6IGH5	D6IGH5	ECDG_04476		8.7													indistinguishable	A0A0H2YXH4	A0A0H2YXH4	100	2				strain/isolate=B185 UPTR D6IGH5_ECOLX Baseplate assembly protein GpW OS=Escherichia coli B185 OX=550676 GN=ECDG_04476 PE=4 SV=1	Escherichia coli
A0A0H2YXI3	A0A0H2YXI3		C		indistinguishable representative	  1.000	  0.000	16		5									A0A0H2YXI3	101	3				strain/isolate=APEC UPTR A0A0H2YXI3_ECOK1 GpFII OS=Escherichia coli O1:K1 / APEC OX=405955 GN=gpFII PE=4 SV=1	Escherichia coli
D6IGI1	D6IGI1	ECDG_04482		34.3													indistinguishable	A0A0H2YXI3	A0A0H2YXI3	101	3				strain/isolate=B185 UPTR D6IGI1_ECOLX Phage tail tube protein FII OS=Escherichia coli B185 OX=550676 GN=ECDG_04482 PE=4 SV=1	Escherichia coli
A0A0H2YXN7	A0A0H2YXN7		C		indistinguishable representative	  1.000	  0.000	6		3									A0A0H2YXN7	104	2				strain/isolate=APEC UPTR A0A0H2YXN7_ECOK1 Small terminase subunit OS=Escherichia coli O1:K1 / APEC OX=405955 GN=APECO1_4470 PE=4 SV=1	Escherichia coli
D6IGG4	D6IGG4	ECDG_04465		13.88													indistinguishable	A0A0H2YXN7	A0A0H2YXN7	104	2				strain/isolate=B185 UPTR D6IGG4_ECOLX Small terminase subunit OS=Escherichia coli B185 OX=550676 GN=ECDG_04465 PE=4 SV=1	Escherichia coli
A0A0H2YXP5	A0A0H2YXP5		C		indistinguishable representative	  0.999	  0.000	3		1									A0A0H2YXP5	105	2				strain/isolate=APEC UPTR A0A0H2YXP5_ECOK1 Baseplate assembly protein OS=Escherichia coli O1:K1 / APEC OX=405955 GN=APECO1_4480 PE=4 SV=1	Escherichia coli
D6IGH6	D6IGH6	ECDG_04477		3.64													indistinguishable	A0A0H2YXP5	A0A0H2YXP5	105	2				strain/isolate=B185 UPTR D6IGH6_ECOLX Baseplate assembly protein GpJ OS=Escherichia coli B185 OX=550676 GN=ECDG_04477 PE=4 SV=1	Escherichia coli
A0A0H2YXW9	A0A0H2YXW9		C		indistinguishable representative	  0.999	  0.000	20		3									A0A0H2YXW9	107	5				strain/isolate=APEC UPTR A0A0H2YXW9_ECOK1 Head-tail joining protein of prophage OS=Escherichia coli O1:K1 / APEC OX=405955 GN=APECO1_254 PE=4 SV=1	Escherichia coli
UPI00033429C7	UPI00033429C7			56													indistinguishable	A0A0H2YXW9	A0A0H2YXW9	107	5				strain/isolate=ATCC_25922 status=active	Escherichia coli
A0A0H2YY57	A0A0H2YY57		C		indistinguishable representative	  1.000	  0.000	5		3									A0A0H2YY57	111	5				strain/isolate=APEC UPTR A0A0H2YY57_ECOK1 DNA packaging protein of prophage terminase large subunit OS=Escherichia coli O1:K1 / APEC OX=405955 GN=APECO1_248 PE=3 SV=1	Escherichia coli
A0A0H2YYA7	A0A0H2YYA7			5.34													indistinguishable	A0A0H2YY57	A0A0H2YY57	111	5				strain/isolate=APEC UPTR A0A0H2YYA7_ECOK1 DNA packaging protein of prophage terminase large subunit OS=Escherichia coli O1:K1 / APEC OX=405955 GN=APECO1_397 PE=3 SV=1	Escherichia coli
B7ULU2	B7ULU2	E2348C_0696		5.45													indistinguishable	A0A0H2YY57	A0A0H2YY57	111	5				strain/isolate=E2348-69 UPTR B7ULU2_ECO27 Predicted terminase large subunit OS=Escherichia coli O127:H6 (strain E2348/69 / EPEC) OX=574521 GN=E2348C_0696 PE=3 SV=1	Escherichia coli
B7UQ25	B7UQ25	E2348C_1255		5.45													indistinguishable	A0A0H2YY57	A0A0H2YY57	111	5				strain/isolate=E2348-69 UPTR B7UQ25_ECO27 Predicted terminase large subunit OS=Escherichia coli O127:H6 (strain E2348/69 / EPEC) OX=574521 GN=E2348C_1255 PE=3 SV=1	Escherichia coli
UPI0001DBCF94	UPI0001DBCF94			5.45													indistinguishable	A0A0H2YY57	A0A0H2YY57	111	5				strain/isolate=ATCC_25922 status=active	Escherichia coli
A0A0H2YYA1	A0A0H2YYA1		C		indistinguishable representative	  1.000	  0.000	656		49									A0A0H2YYA1	115	4				"strain/isolate=APEC UPTR A0A0H2YYA1_ECOK1 Outer membrane receptor, probably TonB dependent OS=Escherichia coli O1:K1 / APEC OX=405955 GN=prrA PE=3 SV=1"	Escherichia coli
UPI00019F4729	UPI00019F4729		C		indistinguishable representative	  1.000	  0.000	644		48									A0A0H2YYA1	115	4				"strain/isolate=ATCC_25922,NC101 status=active"	Escherichia coli
A0A0H2YYA2	A0A0H2YYA2		C		indistinguishable representative	  0.999	  0.000	2		1									A0A0H2YYA2	116	2				strain/isolate=APEC UPTR A0A0H2YYA2_ECOK1 Lysozyme OS=Escherichia coli O1:K1 / APEC OX=405955 GN=APECO1_392 PE=3 SV=1	Escherichia coli
B7UR30	B7UR30	E2348C_1412		4.52													indistinguishable	A0A0H2YYA2	A0A0H2YYA2	116	2				strain/isolate=E2348-69 UPTR B7UR30_ECO27 Lysozyme OS=Escherichia coli O127:H6 (strain E2348/69 / EPEC) OX=574521 GN=E2348C_1412 PE=3 SV=1	Escherichia coli
A0A0H2YYA8	A0A0H2YYA8		C		indistinguishable representative	  1.000	  0.000	7		5									A0A0H2YYA8	117	5				"strain/isolate=APEC UPTR A0A0H2YYA8_ECOK1 Iron compound ABC transporter, periplasmic-binding protein OS=Escherichia coli O1:K1 / APEC OX=405955 GN=APECO1_313 PE=4 SV=1"	Escherichia coli
B7UQ85	B7UQ85	E2348C_1320		17.65													indistinguishable	A0A0H2YYA8	A0A0H2YYA8	117	5				strain/isolate=E2348-69 UPTR B7UQ85_ECO27 Predicted ATP-binding protein of ABC transporter OS=Escherichia coli O127:H6 (strain E2348/69 / EPEC) OX=574521 GN=E2348C_1320 PE=4 SV=1	Escherichia coli
UPI00000DEAE9	UPI00000DEAE9			17.65													indistinguishable	A0A0H2YYA8	A0A0H2YYA8	117	5				strain/isolate=ATCC_25922 status=active	Escherichia coli
UPI0000D5087E	UPI0000D5087E			17.65													indistinguishable	A0A0H2YYA8	A0A0H2YYA8	117	5				strain/isolate=NC101 status=active	Escherichia coli
A0A0H2YYG9	A0A0H2YYG9		C		indistinguishable representative	  1.000	  0.000	4		2									A0A0H2YYG9	122	5				strain/isolate=APEC UPTR A0A0H2YYG9_ECOK1 Efflux pump membrane transporter OS=Escherichia coli O1:K1 / APEC OX=405955 GN=APECO1_450 PE=3 SV=1	Escherichia coli
D6I883	D6I883	ECDG_01187		2.8													indistinguishable	A0A0H2YYG9	A0A0H2YYG9	122	5				strain/isolate=B185 UPTR D6I883_ECOLX Efflux pump membrane transporter OS=Escherichia coli B185 OX=550676 GN=ECDG_01187 PE=3 SV=1	Escherichia coli
UPI00005EF5D0	UPI00005EF5D0			2.8													indistinguishable	A0A0H2YYG9	A0A0H2YYG9	122	5				strain/isolate=ATCC_25922 status=active	Escherichia coli
A0A0H2YYL2	A0A0H2YYL2		C		indistinguishable representative	  1.000	  0.000	10		4									A0A0H2YYL2	124	4				strain/isolate=APEC UPTR A0A0H2YYL2_ECOK1 Acriflavine resistance protein A OS=Escherichia coli O1:K1 / APEC OX=405955 GN=APECO1_449 PE=3 SV=1	Escherichia coli
B7URA0	B7URA0	E2348C_1484		13.94													indistinguishable	A0A0H2YYL2	A0A0H2YYL2	124	4				strain/isolate=E2348-69 UPTR B7URA0_ECO27 Predicted multidrug-efflux transport protein OS=Escherichia coli O127:H6 (strain E2348/69 / EPEC) OX=574521 GN=E2348C_1484 PE=3 SV=1	Escherichia coli
D6I882	D6I882	ECDG_01186		13.54													indistinguishable	A0A0H2YYL2	A0A0H2YYL2	124	4				strain/isolate=B185 UPTR D6I882_ECOLX Membrane fusion protein OS=Escherichia coli B185 OX=550676 GN=ECDG_01186 PE=3 SV=1	Escherichia coli
UPI0001A65525	UPI0001A65525			13.94													indistinguishable	A0A0H2YYL2	A0A0H2YYL2	124	4				"strain/isolate=NC101,ATCC_25922 status=active"	Escherichia coli
A0A0H2YYL8	A0A0H2YYL8		C		indistinguishable representative	  0.999	  0.000	1		1									A0A0H2YYL8	125	3				strain/isolate=APEC UPTR A0A0H2YYL8_ECOK1 Prophage protein OS=Escherichia coli O1:K1 / APEC OX=405955 GN=APECO1_539 PE=4 SV=1	Escherichia coli
A0A0H2Z6L6	A0A0H2Z6L6			9.68													indistinguishable	A0A0H2YYL8	A0A0H2YYL8	125	3				strain/isolate=APEC UPTR A0A0H2Z6L6_ECOK1 Prophage protein OS=Escherichia coli O1:K1 / APEC OX=405955 GN=APECO1_2011 PE=4 SV=1	Escherichia coli
A0A140NBW5	A0A140NBW5			9.68													indistinguishable	A0A0H2YYL8	A0A0H2YYL8	125	3				strain/isolate=BL21 UPTR A0A140NBW5_ECOBD Prophage protein OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_2091 PE=4 SV=1	Escherichia coli
