biosequence_name	biosequence_accession	biosequence_gene_name	is_covering	pct_coverage	presence_level	probability	confidence	n_observations	norm_PSMs_per_100K	n_distinct_peptides	n_distinct_synpeptides	chromosome	genetic_locus	start_in_chromosome	end_in_chromosome	strand	relationship_phrase	reference_biosequence	represented_by_biosequence_id	group_number	seq_unique_prots_in_group	protein_group_seq_align_link	is_keratin	is_immunoglobulin	biosequence_description	organism_full_name
UPI00000DF01E	UPI00000DF01E				subsumed	  0.000	  0.000	6		1								A0A0H2XK82	A0A0H2XK82	45	2				strain/isolate=ATCC_25922 status=active	Escherichia coli
B7UTK7	B7UTK7	traW			subsumed	  0.000	  0.000	62		12								A0A0H2XKU9	A0A0H2XKU9	57	3				strain/isolate=E2348-69 UPTR B7UTK7_ECO27 Pilus assembly protein OS=Escherichia coli O127:H6 (strain E2348/69 / EPEC) OX=574521 GN=traW PE=4 SV=1	Escherichia coli
B7UTK2	B7UTK2	traF			subsumed	  0.000	  0.000	56		13								A0A0H2XKV5	A0A0H2XKV5	58	3				strain/isolate=E2348-69 UPTR B7UTK2_ECO27 Putative disulfide-bond-forming protein OS=Escherichia coli O127:H6 (strain E2348/69 / EPEC) OX=574521 GN=traF PE=4 SV=1	Escherichia coli
B7UTK5	B7UTK5	trbC			subsumed	  0.000	  0.000	67		9								A0A0H2XKW4	A0A0H2XKW4	59	3				strain/isolate=E2348-69 UPTR B7UTK5_ECO27 Pilus assembly protein OS=Escherichia coli O127:H6 (strain E2348/69 / EPEC) OX=574521 GN=trbC PE=4 SV=1	Escherichia coli
D6IDA6	D6IDA6	ECDG_03022			subsumed	  0.000	  0.000	15		2								A0A0H2XKX2	A0A0H2XKX2	60	4				strain/isolate=B185 UPTR D6IDA6_ECOLX Fertility inhibition protein OS=Escherichia coli B185 OX=550676 GN=ECDG_03022 PE=3 SV=1	Escherichia coli
UPI000012A7C9	UPI000012A7C9				subsumed	  0.000	  0.000	31		3								A0A0H2XKX2	A0A0H2XKX2	60	4				strain/isolate=K-12_NCM3722 status=active	Escherichia coli
D6IDA0	D6IDA0	ECDG_03016			subsumed	  0.000	  0.000	7		1								A0A0H2XL20	A0A0H2XL20	64	2				strain/isolate=B185 UPTR D6IDA0_ECOLX CopG family protein OS=Escherichia coli B185 OX=550676 GN=ECDG_03016 PE=4 SV=1	Escherichia coli
UPI0003EE7291	UPI0003EE7291				subsumed	  0.000	  0.000	1		1								A0A0H2XL69	A0A0H2XL69	68	2				strain/isolate=K-12_NCM3722 status=active	Escherichia coli
UPI00000DEAC8	UPI00000DEAC8				subsumed	  0.000	  0.000	975		25								A0A0H2YY70	A0A0H2XLA6	72	3				"strain/isolate=ATCC_25922,NC101 status=active"	Escherichia coli
UPI00000DF01C	UPI00000DF01C				subsumed	  0.000	  0.000	232		16								A0A0H2XLB9	A0A0H2XLB9	75	2				strain/isolate=ATCC_25922 status=active	Escherichia coli
B7UJE6	B7UJE6	E2348C_0255			subsumed	  0.000	  0.000	77		9								A0A0H2YW54	A0A0H2YW54	85	3				strain/isolate=E2348-69 UPTR B7UJE6_ECO27 Predicted NADH-dependent flavin oxidoreductase OS=Escherichia coli O127:H6 (strain E2348/69 / EPEC) OX=574521 GN=E2348C_0255 PE=4 SV=1	Escherichia coli
D6I698	D6I698	ECDG_00081			subsumed	  0.000	  0.000	71		7								A0A0H2YW54	A0A0H2YW54	85	3				strain/isolate=B185 UPTR D6I698_ECOLX NADH-dependent flavin oxidoreductase OS=Escherichia coli B185 OX=550676 GN=ECDG_00081 PE=4 SV=1	Escherichia coli
D6I6A3	D6I6A3	ECDG_00086			subsumed	  0.000	  0.000	286		14								B7UJF1	A0A0H2YW58	86	4				"strain/isolate=B185 UPTR D6I6A3_ECOLX 2,5-diketo-D-gluconic acid reductase A OS=Escherichia coli B185 OX=550676 GN=ECDG_00086 PE=4 SV=1"	Escherichia coli
B7UJE7	B7UJE7	E2348C_0256			subsumed	  0.000	  0.000	514		20								A0A0H2YWG4	A0A0H2YWG4	90	4				strain/isolate=E2348-69 UPTR B7UJE7_ECO27 Predicted hydrolases OS=Escherichia coli O127:H6 (strain E2348/69 / EPEC) OX=574521 GN=E2348C_0256 PE=4 SV=1	Escherichia coli
D6I699	D6I699	ECDG_00082			subsumed	  0.000	  0.000	427		17								A0A0H2YWG4	A0A0H2YWG4	90	4				strain/isolate=B185 UPTR D6I699_ECOLX Xaa-Pro dipeptidyl-peptidase-like domain-containing protein OS=Escherichia coli B185 OX=550676 GN=ECDG_00082 PE=4 SV=1	Escherichia coli
D6I8B2	D6I8B2	ECDG_01216			subsumed	  0.000	  0.000	48		1								A0A0H2YWG4	A0A0H2YWG4	90	4				strain/isolate=B185 UPTR D6I8B2_ECOLX Dienelactone hydrolase OS=Escherichia coli B185 OX=550676 GN=ECDG_01216 PE=4 SV=1	Escherichia coli
B7UKV9	B7UKV9	E2348C_0569			subsumed	  0.000	  0.000	7		2								A0A0H2YWN3	A0A0H2YWN3	91	3				strain/isolate=E2348-69 UPTR B7UKV9_ECO27 4-hydroxythreonine-4-phosphate dehydrogenase 2 OS=Escherichia coli O127:H6 (strain E2348/69 / EPEC) OX=574521 GN=E2348C_0569 PE=4 SV=1	Escherichia coli
B7UH48	B7UH48	E2348C_2888			subsumed	  0.000	  0.000	1		1								A0A0H2YXI3	A0A0H2YXI3	101	3				strain/isolate=E2348-69 UPTR B7UH48_ECO27 Predicted tail tube protein OS=Escherichia coli O127:H6 (strain E2348/69 / EPEC) OX=574521 GN=E2348C_2888 PE=4 SV=1	Escherichia coli
A0A0H2YYZ1	A0A0H2YYZ1				subsumed	  0.000	  0.000	6		1								A0A0H2YXW9	A0A0H2YXW9	107	5				strain/isolate=APEC UPTR A0A0H2YYZ1_ECOK1 Head-tail joining protein of prophage OS=Escherichia coli O1:K1 / APEC OX=405955 GN=APECO1_403 PE=4 SV=1	Escherichia coli
B7ULU9	B7ULU9	E2348C_0703			subsumed	  0.000	  0.000	6		1								A0A0H2YXW9	A0A0H2YXW9	107	5				strain/isolate=E2348-69 UPTR B7ULU9_ECO27 Predicted head-tail adapotor OS=Escherichia coli O127:H6 (strain E2348/69 / EPEC) OX=574521 GN=E2348C_0703 PE=4 SV=1	Escherichia coli
UPI0003341B3A	UPI0003341B3A				subsumed	  0.000	  0.000	6		1								A0A0H2YXW9	A0A0H2YXW9	107	5				strain/isolate=ATCC_25922 status=active	Escherichia coli
A0A140N7V3	A0A140N7V3				subsumed	  0.000	  0.000	10		1								A0A0H2YXY6	A0A0H2YXY6	108	2				strain/isolate=BL21 UPTR A0A140N7V3_ECOBD Ybl63 OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_2093 PE=4 SV=1	Escherichia coli
B7UQ82	B7UQ82	E2348C_1317			subsumed	  0.000	  0.000	91		19								A0A0H2YY20	A0A0H2YY20	110	3				strain/isolate=E2348-69 UPTR B7UQ82_ECO27 Methyltransferase domain-containing protein OS=Escherichia coli O127:H6 (strain E2348/69 / EPEC) OX=574521 GN=E2348C_1317 PE=4 SV=1	Escherichia coli
D6I710	D6I710	ECDG_01028			subsumed	  0.000	  0.000	53		14								A0A0H2YY20	A0A0H2YY20	110	3				strain/isolate=B185 UPTR D6I710_ECOLX Methyltransferase domain-containing protein OS=Escherichia coli B185 OX=550676 GN=ECDG_01028 PE=4 SV=1	Escherichia coli
B7ULU8	B7ULU8	E2348C_0702			subsumed	  0.000	  0.000	55		9								A0A0H2YY62	A0A0H2YY62	112	2				strain/isolate=E2348-69 UPTR B7ULU8_ECO27 Predicted DNA packaging protein OS=Escherichia coli O127:H6 (strain E2348/69 / EPEC) OX=574521 GN=E2348C_0702 PE=4 SV=1	Escherichia coli
B7UQ80	B7UQ80	E2348C_1315			subsumed	  0.000	  0.000	623		44								A0A0H2YYA1	A0A0H2YYA1	115	4				strain/isolate=E2348-69 UPTR B7UQ80_ECO27 Predicted TonB dependent outer membrane receptor OS=Escherichia coli O127:H6 (strain E2348/69 / EPEC) OX=574521 GN=E2348C_1315 PE=3 SV=1	Escherichia coli
D6I708	D6I708	ECDG_01026			subsumed	  0.000	  0.000	573		45								A0A0H2YYA1	A0A0H2YYA1	115	4				strain/isolate=B185 UPTR D6I708_ECOLX Iron complex outer membrane receptor protein OS=Escherichia coli B185 OX=550676 GN=ECDG_01026 PE=3 SV=1	Escherichia coli
D6I713	D6I713	ECDG_01031			subsumed	  0.000	  0.000	6		4								A0A0H2YYA8	A0A0H2YYA8	117	5				strain/isolate=B185 UPTR D6I713_ECOLX Iron complex transport system substrate-binding protein OS=Escherichia coli B185 OX=550676 GN=ECDG_01031 PE=4 SV=1	Escherichia coli
B7URA1	B7URA1	E2348C_1485			subsumed	  0.000	  0.000	2		1								A0A0H2YYG9	A0A0H2YYG9	122	5				strain/isolate=E2348-69 UPTR B7URA1_ECO27 Efflux pump membrane transporter OS=Escherichia coli O127:H6 (strain E2348/69 / EPEC) OX=574521 GN=E2348C_1485 PE=3 SV=1	Escherichia coli
UPI0001C22AB8	UPI0001C22AB8				subsumed	  0.000	  0.000	2		1								A0A0H2YYG9	A0A0H2YYG9	122	5				strain/isolate=NC101 status=active	Escherichia coli
B7UQ23	B7UQ23	E2348C_1253			subsumed	  0.000	  0.000	12		1								A0A0H2YYM0	A0A0H2YYM0	126	3				strain/isolate=E2348-69 UPTR B7UQ23_ECO27 Protein TonB OS=Escherichia coli O127:H6 (strain E2348/69 / EPEC) OX=574521 GN=E2348C_1253 PE=3 SV=1	Escherichia coli
A0A0H2Z6F8	A0A0H2Z6F8				subsumed	  0.000	  0.000	1		1								A0A0H2YZ23	A0A0H2YZ23	131	3				strain/isolate=APEC UPTR A0A0H2Z6F8_ECOK1 Peptidase S74 domain-containing protein OS=Escherichia coli O1:K1 / APEC OX=405955 GN=APECO1_2010 PE=4 SV=1	Escherichia coli
B7URA2	B7URA2	E2348C_1486			subsumed	  0.000	  0.000	12		5								A0A0H2YZ34	A0A0H2YZ34	132	5				strain/isolate=E2348-69 UPTR B7URA2_ECO27 Predicted outer membrane channel protein OS=Escherichia coli O127:H6 (strain E2348/69 / EPEC) OX=574521 GN=E2348C_1486 PE=3 SV=1	Escherichia coli
D6I884	D6I884	ECDG_01188			subsumed	  0.000	  0.000	10		5								A0A0H2YZ34	A0A0H2YZ34	132	5				strain/isolate=B185 UPTR D6I884_ECOLX Outer membrane channel protein OS=Escherichia coli B185 OX=550676 GN=ECDG_01188 PE=3 SV=1	Escherichia coli
UPI00000E47BF	UPI00000E47BF				subsumed	  0.000	  0.000	12		5								A0A0H2YZ34	A0A0H2YZ34	132	5				strain/isolate=ATCC_25922 status=active	Escherichia coli
B7UR50	B7UR50	E2348C_1432			subsumed	  0.000	  0.000	6		3								A0A0H2YZU6	A0A0H2YZU6	137	2				strain/isolate=E2348-69 UPTR B7UR50_ECO27 Predicted tail length tape measure protein OS=Escherichia coli O127:H6 (strain E2348/69 / EPEC) OX=574521 GN=E2348C_1432 PE=4 SV=1	Escherichia coli
UPI00000DC9BF	UPI00000DC9BF				subsumed	  0.000	  0.000	35		11								A0A0H2YZZ2	A0A0H2YZZ2	139	2				"strain/isolate=ATCC_25922,NC101 status=active"	Escherichia coli
B7UR48	B7UR48	E2348C_1430			subsumed	  0.000	  0.000	7		1								A0A0H2YZZ5	A0A0H2YZZ5	140	2				strain/isolate=E2348-69 UPTR B7UR48_ECO27 Predicted minor tail protein OS=Escherichia coli O127:H6 (strain E2348/69 / EPEC) OX=574521 GN=E2348C_1430 PE=4 SV=1	Escherichia coli
UPI00000DECEB	UPI00000DECEB				subsumed	  0.000	  0.000	391		46								A0A0H2Z052	A0A0H2Z052	151	2				"strain/isolate=ATCC_25922,NC101 status=active"	Escherichia coli
UPI000176BDDC	UPI000176BDDC				subsumed	  0.000	  0.000	2		2								A0A0H2Z089	A0A0H2Z089	154	2				strain/isolate=ATCC_25922 status=active	Escherichia coli
A0A0H2YX89	A0A0H2YX89				subsumed	  0.000	  0.000	1		1								A0A0H2Z0G1	A0A0H2Z0G1	157	3				strain/isolate=APEC UPTR A0A0H2YX89_ECOK1 Phage capsid protein OS=Escherichia coli O1:K1 / APEC OX=405955 GN=APECO1_4466 PE=3 SV=1	Escherichia coli
A0A0H2YYT5	A0A0H2YYT5				subsumed	  0.000	  0.000	4		1								A0A0H2Z0H8	A0A0H2Z0H8	159	3				strain/isolate=APEC UPTR A0A0H2YYT5_ECOK1 Minor tail protein OS=Escherichia coli O1:K1 / APEC OX=405955 GN=APECO1_533 PE=4 SV=1	Escherichia coli
B7UR51	B7UR51	E2348C_1433			subsumed	  0.000	  0.000	4		1								A0A0H2Z0H8	A0A0H2Z0H8	159	3				strain/isolate=E2348-69 UPTR B7UR51_ECO27 Predicted minor tail protein OS=Escherichia coli O127:H6 (strain E2348/69 / EPEC) OX=574521 GN=E2348C_1433 PE=4 SV=1	Escherichia coli
A0A0H2Z2L1	A0A0H2Z2L1				subsumed	  0.000	  0.000	7		1								A0A0H2Z0Z5	A0A0H2Z0Z5	169	4				strain/isolate=APEC UPTR A0A0H2Z2L1_ECOK1 Phage lysis protein OS=Escherichia coli O1:K1 / APEC OX=405955 GN=APECO1_3887 PE=3 SV=1	Escherichia coli
B7UGU4	B7UGU4	E2348C_2781			subsumed	  0.000	  0.000	9		3								A0A0H2Z1F4	A0A0H2Z1F4	179	2				strain/isolate=E2348-69 UPTR B7UGU4_ECO27 Predicted integrase OS=Escherichia coli O127:H6 (strain E2348/69 / EPEC) OX=574521 GN=E2348C_2781 PE=3 SV=1	Escherichia coli
B7UH92	B7UH92	E2348C_2937			subsumed	  0.000	  0.000	68		8								A0A0H2Z1R0	A0A0H2Z1R0	187	4				strain/isolate=E2348-69 UPTR B7UH92_ECO27 Carboxymuconolactone decarboxylase-like domain-containing protein OS=Escherichia coli O127:H6 (strain E2348/69 / EPEC) OX=574521 GN=E2348C_2937 PE=4 SV=1	Escherichia coli
D6ICA7	D6ICA7	ECDG_03518			subsumed	  0.000	  0.000	34		7								A0A0H2Z1R0	A0A0H2Z1R0	187	4				strain/isolate=B185 UPTR D6ICA7_ECOLX Carboxymuconolactone decarboxylase-like domain-containing protein OS=Escherichia coli B185 OX=550676 GN=ECDG_03518 PE=4 SV=1	Escherichia coli
UPI00000DEFC6	UPI00000DEFC6				subsumed	  0.000	  0.000	28		3								A0A0H2Z283	A0A0H2Z283	200	3				strain/isolate=NC101 status=active	Escherichia coli
UPI0002A3040C	UPI0002A3040C				subsumed	  0.000	  0.000	28		3								A0A0H2Z283	A0A0H2Z283	200	3				strain/isolate=ATCC_25922 status=active	Escherichia coli
UPI0002A2C9CE	UPI0002A2C9CE				subsumed	  0.000	  0.000	106		17								A0A0H2Z2C2	A0A0H2Z2C2	201	2				strain/isolate=ATCC_25922 status=active	Escherichia coli
B7UHX2	B7UHX2	E2348C_3177			subsumed	  0.000	  0.000	1		1								A0A0H2Z2F0	A0A0H2Z2F0	204	3				strain/isolate=E2348-69 UPTR B7UHX2_ECO27 Predicted lipoprotein OS=Escherichia coli O127:H6 (strain E2348/69 / EPEC) OX=574521 GN=E2348C_3177 PE=3 SV=1	Escherichia coli
B7UI31	B7UI31	gspJ			subsumed	  0.000	  0.000	1		1								A0A0H2Z2Q0	A0A0H2Z2Q0	218	3				strain/isolate=E2348-69 UPTR B7UI31_ECO27 Type II secretion system protein J OS=Escherichia coli O127:H6 (strain E2348/69 / EPEC) OX=574521 GN=gspJ PE=3 SV=1	Escherichia coli
UPI0001E17317	UPI0001E17317				subsumed	  0.000	  0.000	1		1								A0A0H2Z2Q0	A0A0H2Z2Q0	218	3				strain/isolate=NC101 status=active	Escherichia coli
UPI00000DF05D	UPI00000DF05D				subsumed	  0.000	  0.000	4		2								A0A0H2Z2R2	A0A0H2Z2R2	221	2				strain/isolate=ATCC_25922 status=active	Escherichia coli
A0A0H2Z5F0	A0A0H2Z5F0				subsumed	  0.000	  0.000	13		2								A0A0H2Z3D8	A0A0H2Z3D8	236	2				strain/isolate=APEC UPTR A0A0H2Z5F0_ECOK1 Uncharacterized protein OS=Escherichia coli O1:K1 / APEC OX=405955 GN=APECO1_2313 PE=4 SV=1	Escherichia coli
B7UL57	B7UL57	chuX			subsumed	  0.000	  0.000	374		14								A0A0H2Z3N3	A0A0H2Z3N3	242	3				strain/isolate=E2348-69 UPTR B7UL57_ECO27 ShuX-like protein OS=Escherichia coli O127:H6 (strain E2348/69 / EPEC) OX=574521 GN=chuX PE=4 SV=1	Escherichia coli
D6IF79	D6IF79	ECDG_04113			subsumed	  0.000	  0.000	207		9								A0A0H2Z3N3	A0A0H2Z3N3	242	3				strain/isolate=B185 UPTR D6IF79_ECOLX Heme iron utilization protein OS=Escherichia coli B185 OX=550676 GN=ECDG_04113 PE=4 SV=1	Escherichia coli
B7UIT9	B7UIT9	E2348C_3324			subsumed	  0.000	  0.000	743		44								A0A0H2Z3R1	A0A0H2Z3R1	243	4				strain/isolate=E2348-69 UPTR B7UIT9_ECO27 Predicted ferrichrome iron receptor OS=Escherichia coli O127:H6 (strain E2348/69 / EPEC) OX=574521 GN=E2348C_3324 PE=3 SV=1	Escherichia coli
D6IDV7	D6IDV7	ECDG_03230			subsumed	  0.000	  0.000	798		47								A0A0H2Z3R1	A0A0H2Z3R1	243	4				strain/isolate=B185 UPTR D6IDV7_ECOLX Iron complex outer membrane receptor protein OS=Escherichia coli B185 OX=550676 GN=ECDG_03230 PE=3 SV=1	Escherichia coli
UPI0001C22D55	UPI0001C22D55				subsumed	  0.000	  0.000	799		48								A0A0H2Z3R1	A0A0H2Z3R1	243	4				strain/isolate=NC101 status=active	Escherichia coli
D6IF37	D6IF37	ECDG_04070			subsumed	  0.000	  0.000	31		3								A0A0H2Z3U0	A0A0H2Z3U0	244	2				strain/isolate=B185 UPTR D6IF37_ECOLX PTS EIIB type-2 domain-containing protein OS=Escherichia coli B185 OX=550676 GN=ECDG_04070 PE=4 SV=1	Escherichia coli
B7UL55	B7UL55	chuT			subsumed	  0.000	  0.000	431		24								A0A0H2Z3X6	A0A0H2Z3X6	245	5				strain/isolate=E2348-69 UPTR B7UL55_ECO27 Putative hemin binding protein OS=Escherichia coli O127:H6 (strain E2348/69 / EPEC) OX=574521 GN=chuT PE=4 SV=1	Escherichia coli
D6IF77	D6IF77	ECDG_04111			subsumed	  0.000	  0.000	300		20								A0A0H2Z3X6	A0A0H2Z3X6	245	5				strain/isolate=B185 UPTR D6IF77_ECOLX Iron complex transport system substrate-binding protein OS=Escherichia coli B185 OX=550676 GN=ECDG_04111 PE=4 SV=1	Escherichia coli
UPI0001E17817	UPI0001E17817				subsumed	  0.000	  0.000	431		24								A0A0H2Z3X6	A0A0H2Z3X6	245	5				strain/isolate=NC101 status=active	Escherichia coli
D6IFK8	D6IFK8	ECDG_04238			subsumed	  0.000	  0.000	274		16								A0A140N6I1	A0A0H2Z460	246	3				"strain/isolate=B185 UPTR D6IFK8_ECOLX UDP-galactose: LPS alpha1,2-galactosyltransferase OS=Escherichia coli B185 OX=550676 GN=ECDG_04238 PE=4 SV=1"	Escherichia coli
D6IF78	D6IF78	ECDG_04112			subsumed	  0.000	  0.000	45		5								A0A0H2Z461	A0A0H2Z461	247	5				strain/isolate=B185 UPTR D6IF78_ECOLX Oxygen-independent coproporphyrinogen III oxidase OS=Escherichia coli B185 OX=550676 GN=ECDG_04112 PE=4 SV=1	Escherichia coli
UPI0001E17C99	UPI0001E17C99				subsumed	  0.000	  0.000	22		11								A0A0H2Z489	A0A0H2Z489	250	2				strain/isolate=NC101 status=active	Escherichia coli
B7UNK6	B7UNK6	E2348C_4190			subsumed	  0.000	  0.000	113		15								A0A0H2Z4U0	A0A0H2Z4U0	256	4				strain/isolate=E2348-69 UPTR B7UNK6_ECO27 Predicted lipase OS=Escherichia coli O127:H6 (strain E2348/69 / EPEC) OX=574521 GN=E2348C_4190 PE=4 SV=1	Escherichia coli
UPI00019F38B8	UPI00019F38B8				subsumed	  0.000	  0.000	114		15								A0A0H2Z4U0	A0A0H2Z4U0	256	4				strain/isolate=ATCC_25922 status=active	Escherichia coli
B7ULE7	B7ULE7	E2348C_3838			subsumed	  0.000	  0.000	49		9								A0A0H2Z4Y2	A0A0H2Z4Y2	258	4				strain/isolate=E2348-69 UPTR B7ULE7_ECO27 Fido domain-containing protein OS=Escherichia coli O127:H6 (strain E2348/69 / EPEC) OX=574521 GN=E2348C_3838 PE=4 SV=1	Escherichia coli
UPI0001E17302	UPI0001E17302				subsumed	  0.000	  0.000	49		9								A0A0H2Z4Y2	A0A0H2Z4Y2	258	4				strain/isolate=NC101 status=active	Escherichia coli
D6IFG2	D6IFG2	ECDG_04199		29.47													identical	B7ULE7	A0A0H2Z4Y2	258	4				strain/isolate=B185 UPTR D6IFG2_ECOLX Fic family protein OS=Escherichia coli B185 OX=550676 GN=ECDG_04199 PE=4 SV=1	Escherichia coli
UPI0001E1804B	UPI0001E1804B				subsumed	  0.000	  0.000	35		10								A0A0H2Z508	A0A0H2Z508	261	3				strain/isolate=NC101 status=active	Escherichia coli
D6ID72	D6ID72	ECDG_03841			subsumed	  0.000	  0.000	94		22								A0A0H2Z512	A0A0H2Z512	262	2				strain/isolate=B185 UPTR D6ID72_ECOLX KAP NTPase domain-containing protein OS=Escherichia coli B185 OX=550676 GN=ECDG_03841 PE=4 SV=1	Escherichia coli
A0A0H2Z1U8	A0A0H2Z1U8				subsumed	  0.000	  0.000	2		1								A0A0H2Z5K7	A0A0H2Z5K7	275	2				strain/isolate=APEC UPTR A0A0H2Z1U8_ECOK1 KilA-N domain-containing protein OS=Escherichia coli O1:K1 / APEC OX=405955 GN=APECO1_3881 PE=4 SV=1	Escherichia coli
UPI00000DF420	UPI00000DF420				subsumed	  0.000	  0.000	2		1								A0A0H2Z5M2	A0A0H2Z5M2	277	3				strain/isolate=ATCC_25922 status=active	Escherichia coli
UPI00000DF421	UPI00000DF421				subsumed	  0.000	  0.000	2		2								A0A0H2Z5M2	A0A0H2Z5M2	277	3				strain/isolate=ATCC_25922 status=active	Escherichia coli
UPI00000DF41F	UPI00000DF41F				subsumed	  0.000	  0.000	36		4								A0A0H2Z5W0	A0A0H2Z5W0	280	4				strain/isolate=ATCC_25922 status=active	Escherichia coli
UPI0001E172F6	UPI0001E172F6				subsumed	  0.000	  0.000	7		2								A0A0H2Z5W0	A0A0H2Z5W0	280	4				strain/isolate=NC101 status=active	Escherichia coli
D6IHU8	D6IHU8	ECDG_02783			subsumed	  0.000	  0.000	1		1								A0A0H2Z717	A0A0H2Z717	290	3				strain/isolate=B185 UPTR D6IHU8_ECOLX Lipid A biosynthesis protein OS=Escherichia coli B185 OX=550676 GN=ECDG_02783 PE=4 SV=1	Escherichia coli
ECFI19_04337	ECFI19_04337				subsumed	  0.000	  0.000	2		2								A0A0H2Z717	A0A0H2Z717	290	3				strain/isolate=ST1421 hypothetical protein	Escherichia coli
UPI0001B527E6	UPI0001B527E6			30.91													identical	D6IHU8	A0A0H2Z717	290	3				"strain/isolate=DH5,K-12_NCM3722 status=active"	Escherichia coli
UPI0001B528BA	UPI0001B528BA				subsumed	  0.000	  0.000	1		1								A0A140NC15	A0A140NC15	328	3				strain/isolate=NC101 status=active	Escherichia coli
UPI0000DAD0F4	UPI0000DAD0F4				subsumed	  0.000	  0.000	116		13								A0A0H2Z4T4	A0A140NCW7	332	4				strain/isolate=NC101 status=active	Escherichia coli
B7UND1	B7UND1	E2348C_4114			subsumed	  0.000	  0.000	634		17								A0A0H2Z4Z6	A0A140NEX4	343	6				strain/isolate=E2348-69 UPTR B7UND1_ECO27 Acetolactate synthase OS=Escherichia coli O127:H6 (strain E2348/69 / EPEC) OX=574521 GN=E2348C_4114 PE=3 SV=1	Escherichia coli
UPI00000DF2DB	UPI00000DF2DB				subsumed	  0.000	  0.000	681		17								A0A0H2Z4Z6	A0A140NEX4	343	6				strain/isolate=ATCC_25922 status=active	Escherichia coli
D6IG49	D6IG49	ECDG_04597			subsumed	  0.000	  0.000	531		18								A0A140NEX4	A0A140NEX4	343	6				strain/isolate=B185 UPTR D6IG49_ECOLX S-adenosyl-l-methionine hydroxide adenosyltransferase OS=Escherichia coli B185 OX=550676 GN=ECDG_04597 PE=3 SV=1	Escherichia coli
ECFI19_04214	ECFI19_04214				subsumed	  0.000	  0.000	861		21								A0A0H2Z617	A0A140NGY2	349	7				strain/isolate=ST1421 Cytochrome b562 OS=Escherichia coli (strain K12) OX=83333 GN=cybC PE=4 SV=1	Escherichia coli
